时间,CPU负载,内存使用量(KB),内存使用率(%)
16:44:37,1.70 1.75 1.73,980856,25
16:44:38,1.70 1.75 1.73,980352,25
16:44:40,1.81 1.77 1.73,980560,25
16:44:41,1.81 1.77 1.73,980604,25
16:44:42,1.81 1.77 1.73,981212,25
16:44:43,1.81 1.77 1.73,980604,25
16:44:44,1.90 1.79 1.74,980100,25
16:44:45,1.90 1.79 1.74,980856,25
16:44:46,1.90 1.79 1.74,981360,25
16:44:47,1.90 1.79 1.74,981108,25
16:44:48,1.90 1.79 1.74,980604,25
16:44:49,1.91 1.79 1.74,981212,25
16:44:50,1.91 1.79 1.74,980856,25
16:44:51,1.91 1.79 1.74,981212,25
16:44:52,1.91 1.79 1.74,981108,25
16:44:54,1.91 1.79 1.74,981360,25
16:44:55,1.92 1.80 1.74,981968,25
16:44:56,1.92 1.80 1.74,982620,25
16:44:57,1.92 1.80 1.74,982872,25
16:44:58,1.92 1.80 1.74,982472,25
16:44:59,1.92 1.80 1.75,982724,25
16:45:00,1.92 1.80 1.75,981968,25
16:45:01,1.92 1.80 1.75,982116,25
16:45:02,1.92 1.80 1.75,982116,25
16:45:03,1.92 1.80 1.75,982220,25
16:45:04,1.93 1.80 1.75,982872,25
16:45:05,1.93 1.80 1.75,982872,25
16:45:06,1.93 1.80 1.75,983124,25
16:45:08,1.93 1.80 1.75,982872,25
16:45:09,1.93 1.80 1.75,982872,25
16:45:10,1.86 1.79 1.74,982872,25
16:45:11,1.86 1.79 1.74,982872,25
16:45:12,1.86 1.79 1.74,983376,25
16:45:13,1.86 1.79 1.74,983228,25
16:45:14,1.79 1.78 1.74,983628,25
16:45:15,1.79 1.78 1.74,982976,25
16:45:16,1.79 1.78 1.74,982872,25
16:45:17,1.79 1.78 1.74,982976,25
16:45:18,1.79 1.78 1.74,983124,25
16:45:19,1.72 1.76 1.73,983880,25
16:45:20,1.72 1.76 1.73,983480,25
16:45:22,1.72 1.76 1.73,982976,25
16:45:23,1.72 1.76 1.73,982976,25
16:45:24,1.72 1.76 1.73,983228,25
16:45:25,1.67 1.75 1.73,983628,25
16:45:26,1.67 1.75 1.73,983628,25
16:45:27,1.67 1.75 1.73,983376,25
16:45:28,1.67 1.75 1.73,983984,25
16:45:29,1.61 1.74 1.72,983880,25
16:45:30,1.61 1.74 1.72,983732,25
16:45:31,1.61 1.74 1.72,983228,25
