时间,CPU负载,内存使用量(KB),内存使用率(%)
16:43:40,1.82,979404,25
16:43:42,1.82,980204,25
16:43:43,1.82,980352,25
16:43:44,1.81,980100,25
16:43:45,1.81,979612,25
16:43:46,1.81,979848,25
16:43:47,1.81,979804,25
16:43:48,1.81,979952,25
16:43:49,1.80,980456,25
16:43:50,1.80,980352,25
16:43:51,1.80,979804,25
16:43:52,1.80,979700,25
16:43:53,1.80,979952,25
16:43:54,1.78,980100,25
16:43:56,1.78,980604,25
16:43:57,1.78,981064,25
16:43:58,1.78,980352,25
16:43:59,1.77,980456,25
16:44:00,1.77,980100,25
16:44:01,1.77,980708,25
16:44:02,1.77,980960,25
16:44:03,1.77,980812,25
16:44:04,1.76,980352,25
16:44:05,1.76,980856,25
16:44:06,1.76,980812,25
16:44:07,1.76,980204,25
16:44:08,1.76,979848,25
16:44:09,1.74,979908,25
16:44:11,1.74,979092,25
16:44:12,1.74,979344,25
16:44:13,1.74,980100,25
16:44:14,1.73,980100,25
16:44:15,1.73,980352,25
16:44:16,1.73,980204,25
16:44:17,1.73,979848,25
16:44:18,1.73,980352,25
16:44:19,1.72,980352,25
16:44:20,1.72,980516,25
16:44:21,1.72,980352,25
16:44:22,1.72,980100,25
16:44:23,1.72,980708,25
16:44:25,1.74,980352,25
16:44:26,1.74,979848,25
16:44:27,1.74,980604,25
16:44:28,1.74,980856,25
16:44:29,1.74,981108,25
16:44:30,1.74,981360,25
16:44:31,1.74,980604,25
16:44:32,1.74,980352,25
16:44:33,1.74,980456,25
16:44:34,1.75,980604,25
16:44:35,1.75,981108,25
16:44:36,1.75,980960,25
16:44:37,1.75,980856,25
16:44:38,1.75,980352,25
16:44:40,1.77,980560,25
16:44:41,1.77,980604,25
16:44:42,1.77,981212,25
16:44:43,1.77,980604,25
16:44:44,1.79,980100,25
16:44:45,1.79,980856,25
16:44:46,1.79,981360,25
16:44:47,1.79,981108,25
16:44:48,1.79,980604,25
16:44:49,1.79,981212,25
16:44:50,1.79,980856,25
16:44:51,1.79,981212,25
16:44:52,1.79,981108,25
16:44:54,1.79,981360,25
16:44:55,1.80,981968,25
16:44:56,1.80,982620,25
16:44:57,1.80,982872,25
16:44:58,1.80,982472,25
16:44:59,1.80,982724,25
16:45:00,1.80,981968,25
16:45:01,1.80,982116,25
16:45:02,1.80,982116,25
16:45:03,1.80,982220,25
16:45:04,1.80,982872,25
16:45:05,1.80,982872,25
16:45:06,1.80,983124,25
16:45:08,1.80,982872,25
16:45:09,1.80,982872,25
16:45:10,1.79,982872,25
16:45:11,1.79,982872,25
16:45:12,1.79,983376,25
16:45:13,1.79,983228,25
16:45:14,1.78,983628,25
16:45:15,1.78,982976,25
16:45:16,1.78,982872,25
16:45:17,1.78,982976,25
16:45:18,1.78,983124,25
16:45:19,1.76,983880,25
16:45:20,1.76,983480,25
16:45:22,1.76,982976,25
16:45:23,1.76,982976,25
16:45:24,1.76,983228,25
16:45:25,1.75,983628,25
16:45:26,1.75,983628,25
16:45:27,1.75,983376,25
16:45:28,1.75,983984,25
16:45:29,1.74,983880,25
16:45:30,1.74,983732,25
16:45:31,1.74,983228,25
16:45:32,1.74,982872,25
16:45:33,1.74,982872,25
16:45:34,1.74,982620,25
16:45:35,1.74,982932,25
16:45:37,1.74,983124,25
16:45:38,1.74,983376,25
16:45:39,1.74,982992,25
16:45:40,1.75,983228,25
16:45:41,1.75,983376,25
16:45:42,1.75,983376,25
16:45:43,1.75,983880,25
16:45:44,1.77,984132,25
16:45:45,1.77,983940,25
16:45:46,1.77,983628,25
16:45:47,1.77,983984,25
16:45:48,1.77,983880,25
16:45:49,1.77,984384,25
16:45:51,1.77,984132,25
16:45:52,1.77,983732,25
16:45:53,1.77,984384,25
16:45:54,1.78,984384,25
16:45:55,1.78,984132,25
16:45:56,1.78,984488,25
16:45:57,1.78,984384,25
16:45:58,1.78,984488,25
16:45:59,1.78,984488,25
16:46:00,1.78,984488,25
16:46:01,1.78,984636,25
16:46:02,1.78,985140,25
16:46:03,1.78,984636,25
16:46:05,1.78,985392,25
16:46:06,1.78,985392,25
16:46:07,1.78,986148,25
16:46:08,1.78,985140,25
16:46:09,1.79,985644,25
16:46:10,1.79,985896,25
16:46:11,1.79,985748,25
16:46:12,1.79,985896,25
16:46:13,1.79,986148,25
16:46:14,1.79,986252,25
16:46:15,1.79,985896,25
16:46:16,1.79,985704,25
16:46:17,1.79,985644,25
16:46:19,1.79,985896,25
16:46:20,1.80,985896,25
16:46:21,1.80,986400,25
16:46:22,1.80,986252,25
16:46:23,1.80,986148,25
16:46:24,1.78,986652,25
16:46:25,1.78,986104,25
16:46:26,1.78,986148,25
16:46:27,1.78,986104,25
16:46:28,1.78,986148,25
16:46:29,1.79,986400,25
16:46:30,1.79,986252,25
16:46:31,1.79,986148,25
16:46:33,1.79,986148,25
16:46:34,1.79,986000,25
16:46:35,1.79,985896,25
16:46:36,1.79,986148,25
16:46:37,1.79,986504,25
16:46:38,1.79,986400,25
16:46:39,1.78,986608,25
16:46:40,1.78,986400,25
16:46:41,1.78,986104,25
16:46:42,1.78,986652,25
16:46:43,1.78,986652,25
16:46:44,1.76,986104,25
16:46:45,1.76,986904,25
16:46:46,1.76,987156,25
16:46:48,1.76,986652,25
16:46:49,1.76,987008,25
16:46:50,1.75,986904,25
16:46:51,1.75,987912,25
16:46:52,1.75,987276,25
16:46:53,1.75,987512,25
16:46:54,1.76,987156,25
16:46:55,1.76,987112,25
16:46:56,1.76,987408,25
16:46:57,1.76,986904,25
16:46:58,1.76,987512,25
16:46:59,1.74,987512,25
16:47:00,1.74,987008,25
16:47:02,1.74,986904,25
16:47:03,1.74,987260,25
16:47:04,1.74,987512,25
16:47:05,1.76,986904,25
16:47:06,1.76,987156,25
16:47:07,1.76,986904,25
16:47:08,1.76,987408,25
16:47:09,1.79,986652,25
16:47:10,1.79,987008,25
16:47:11,1.79,987156,25
16:47:12,1.79,986904,25
16:47:13,1.79,987008,25
16:47:14,1.79,987260,25
16:47:15,1.79,986904,25
16:47:17,1.79,987660,25
16:47:18,1.79,987408,25
16:47:19,1.79,987764,25
16:47:20,1.79,987660,25
16:47:21,1.79,987660,25
16:47:22,1.79,988164,25
16:47:23,1.79,986904,25
16:47:24,1.80,987408,25
16:47:25,1.80,988016,25
16:47:26,1.80,987408,25
16:47:27,1.80,987008,25
16:47:28,1.80,986652,25
16:47:29,1.82,987008,25
16:47:30,1.82,987764,25
16:47:32,1.82,987660,25
16:47:33,1.82,987512,25
16:47:34,1.82,987660,25
16:47:35,1.82,988016,25
16:47:36,1.82,988164,25
16:47:37,1.82,988268,25
16:47:38,1.82,988016,25
16:47:39,1.82,988412,25
16:47:40,1.82,988180,25
16:47:41,1.82,987276,25
16:47:42,1.82,987276,25
16:47:43,1.82,987424,25
16:47:44,1.81,987424,25
16:47:46,1.81,987884,25
16:47:47,1.81,988180,25
16:47:48,1.81,988684,25
16:47:49,1.81,988284,25
16:47:50,1.80,988284,25
16:47:51,1.80,988180,25
